"DBA","BORO","STREET","ZIPCODE","CUISINE.DESCRIPTION","INSPECTION.DATE","ACTION","VIOLATION.CODE","VIOLATION.DESCRIPTION","CRITICAL.FLAG","SCORE","GRADE","GRADE.DATE","RECORD.DATE","INSPECTION.TYPE","X1","X2"
"LUISA CHIMICHURRY","MANHATTAN","SAINT NICHOLAS AVE",10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","12/28/2016","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",12,"A","12/28/2016","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"SUBWAY","MANHATTAN","1 AVENUE",10065,"Sandwiches","07/20/2016","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical",17,"B","07/20/2016","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"THE DUBLINER","MANHATTAN","STONE STREET",10004,"Irish","03/24/2015","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical",13,"A","03/24/2015","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"DAVEY'S ICE CREAM","MANHATTAN","1 AVENUE",10003,"Ice Cream, Gelato, Yogurt, Ices","04/05/2017","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",13,"A","04/05/2017","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"LA PULPERIA","MANHATTAN","W 46TH ST",10036,"Spanish","03/02/2015","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",4,"A","03/02/2015","04/23/2017","Pre-permit (Operational) / Re-inspection",NA,NA
"SHEARMAN & STERLING","MANHATTAN","LEXINGTON AVENUE",10022,"American","05/18/2015","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",10,"A","05/18/2015","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"INDIAN ROAD CAFE","MANHATTAN","WEST  218 STREET",10034,"American","06/27/2014","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",11,"A","06/27/2014","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"MCDONALD'S","MANHATTAN","PARK AVENUE SOUTH",10016,"Hamburgers","04/26/2016","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",9,"A","04/26/2016","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"CHARLYS","MANHATTAN","TRINITY PLACE",10006,"American","10/22/2015","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",7,"A","10/22/2015","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"AMC THEATRES","MANHATTAN","WEST   42 STREET",10036,"American","05/21/2016","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",11,"A","05/21/2016","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"RICARDO STEAK HOUSE","MANHATTAN","2 AVENUE",10029,"Steak","03/12/2014","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",11,"A","03/12/2014","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"NINO TUSCANY","MANHATTAN","WEST   58 STREET",10019,"Italian","04/14/2016","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical",10,"A","04/14/2016","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"THE GREAT AMERICAN HEALTH BAR","MANHATTAN","WEST   57 STREET",10019,"American","07/06/2015","Violations were cited in the following area(s).","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.","Critical",19,"B","07/06/2015","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"PIZZA PETE'S","MANHATTAN","COLUMBUS AVENUE",10024,"Pizza","07/20/2015","Violations were cited in the following area(s).","10I","Single service item reused, improperly stored, dispensed; not used when required.","Not Critical",10,"A","07/20/2015","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"LAN LARB SOHO","MANHATTAN","CENTRE ST",10013,"Thai","12/22/2014","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",12,"A","12/22/2014","04/23/2017","Pre-permit (Operational) / Re-inspection",NA,NA
"STARBUCKS","MANHATTAN","8 AVENUE",10036,"CafÃ©/Coffee/Tea","02/26/2014","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",2,"A","02/26/2014","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"BOTTEGA FALAI","MANHATTAN","LAFAYETTE STREET",10012,"CafÃ©/Coffee/Tea","02/19/2014","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",26,"B","02/19/2014","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"NEW KAM LAI CHINESE RESTAURANT","MANHATTAN","AMSTERDAM AVENUE",10024,"Chinese","10/29/2014","Violations were cited in the following area(s).","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.","Critical",22,"B","10/29/2014","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"PALM TOO","MANHATTAN","2 AVENUE",10017,"American","07/20/2016","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",26,"B","07/20/2016","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"NEW KAM LAI CHINESE RESTAURANT","MANHATTAN","AMSTERDAM AVENUE",10024,"Chinese","06/24/2016","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",11,"A","06/24/2016","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"HOTEL CHANTELLE","MANHATTAN","LUDLOW STREET",10002,"American","10/09/2013","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical",10,"A","10/09/2013","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"AMOR CUBANO","MANHATTAN","3 AVENUE",10029,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","11/10/2014","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",18,"B","11/10/2014","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"LEGEND BAR & RESTAURANT","MANHATTAN","7 AVENUE",10011,"Chinese","09/29/2016","Violations were cited in the following area(s).","04K","Evidence of rats or live rats present in facility's food and/or non-food areas.","Critical",24,"B","09/29/2016","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"LAS PALMAS RESTAURANT","MANHATTAN","BROADWAY",10032,"Mexican","06/30/2016","Violations were cited in the following area(s).","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.","Critical",26,"B","06/30/2016","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"SHUBERT THEATER","MANHATTAN","WEST 44 STREET",10036,"American","12/08/2015","Violations were cited in the following area(s).","05H","No facilities available to wash, rinse and sanitize utensils and/or equipment.","Critical",10,"A","12/08/2015","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"MCDONALD'S","MANHATTAN","UNION SQUARE WEST",10003,"Hamburgers","07/28/2016","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",11,"A","07/28/2016","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"THE COFFEE BEAN & TEA LEAF","MANHATTAN","W 14TH ST",10014,"CafÃ©/Coffee/Tea","09/25/2015","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",10,"A","09/25/2015","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"DALLAS BBQ","MANHATTAN","3 AVENUE",10021,"Barbecue","06/05/2015","Violations were cited in the following area(s).","04C","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.","Critical",10,"A","06/05/2015","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"OISHI BAY SUSHI RESTAURANT","MANHATTAN","E 29TH ST",10016,"Japanese","08/19/2015","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical",12,"A","08/19/2015","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"MAGGIE REILLY'S","MANHATTAN","9 AVENUE",10001,"American","03/10/2017","Violations were cited in the following area(s).","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.","Critical",10,"A","03/10/2017","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"HALE & HEARTY SOUP","MANHATTAN","9 AVENUE",10011,"Soups & Sandwiches","06/24/2015","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",7,"A","06/24/2015","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"PETITE ABEILLE","MANHATTAN","WEST   17 STREET",10011,"French","11/07/2016","Violations were cited in the following area(s).","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.","Not Critical",12,"A","11/07/2016","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"MOLLY'S","MANHATTAN","3 AVENUE",10010,"Irish","03/30/2015","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",12,"A","03/30/2015","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
